,rawindex,zip,ll,district,population,popu_permilesquare,rank,zip_group
22,1422.,13846,"42.363723, -75.054746","Treadwell, New York",342,30.09,"#21,570",138
23,1423.,12503,"42.030487, -73.574202","Ancramdale, New York",830,29.94,"#21,603",125
24,1424.,13083,"43.650543, -75.982795","Lacona, New York",1759,29.59,"#21,690",130
25,1425.,12036,"42.541514, -74.673053","Charlotteville, New York",265,29.58,"#21,691",120
26,1426.,12768,"41.876259, -74.715135","Parksville, New York",1030,29.47,"#21,713",127
27,1427.,13658,"44.743083, -75.279399","Lisbon, New York",2356,29.43,"#21,723",136
28,1428.,12454,"42.293523, -74.153428","Maplecrest, New York",552,29.31,"#21,741",124
29,1429.,13690,"44.192709, -74.948741","Star Lake, New York",1139,29.30,"#21,744",136
30,1430.,14781,"42.161603, -79.601288","Sherman, New York",2149,29.23,"#21,755",147
31,1431.,13757,"42.405103, -74.924223","East Meredith, New York",1107,29.05,"#21,789",137
32,1432.,12155,"42.584407, -74.837289","Schenevus, New York",1742,29.04,"#21,791",121
33,1433.,12764,"41.591553, -74.995556","Narrowsburg, New York",1717,29.03,"#21,793",127
34,1434.,12928,"43.963848, -73.583301","Crown Point, New York",2122,28.94,"#21,809",129
35,1435.,12444,"42.266119, -74.278650","Jewett, New York",451,28.89,"#21,823",124
36,1436.,14714,"42.289988, -78.241131","Black Creek, New York",345,28.82,"#21,844",147
37,1437.,13136,"42.594572, -75.848430","Pitcher, New York",621,28.77,"#21,855",131
38,1438.,12952,"44.721405, -73.908926","Lyon Mountain, New York",583,28.76,"#21,861",129
39,1439.,13832,"42.668918, -75.686965","Plymouth, New York",675,28.76,"#21,864",138
40,1440.,13682,"43.847665, -75.882700","Rodman, New York",891,28.72,"#21,869",136
41,1441.,14822,"42.424481, -77.851457","Canaseraga, New York",1130,28.50,"#21,912",148
42,1442.,14729,"42.408377, -78.743584","East Otto, New York",1025,28.43,"#21,928",147
43,1443.,13355,"42.810450, -75.421645","Hubbardsville, New York",692,28.32,"#21,952",133
44,1444.,13158,"42.717351, -75.973408","Truxton, New York",2036,28.22,"#21,978",131
45,1445.,12474,"42.323807, -74.583034","Roxbury, New York",1011,28.06,"#22,013",124
46,1446.,13630,"44.498619, -75.311532","De Kalb Junction, New York",1402,28.05,"#22,014",136
47,1447.,14060,"42.450155, -78.296467","Farmersville Station, New York",441,28.01,"#22,022",140
48,1448.,13485,"42.757288, -75.333120","West Edmeston, New York",945,27.99,"#22,029",134
49,1449.,13040,"42.576696, -75.937895","Cincinnatus, New York",2831,27.81,"#22,079",130
50,1450.,12758,"41.940283, -74.739118","Livingston Manor, New York",4339,27.80,"#22,080",127
51,1451.,13072,"42.761342, -75.751696","Georgetown, New York",1043,27.71,"#22,105",130
52,1452.,12455,"42.107292, -74.661592","Margaretville, New York",2082,27.60,"#22,130",124
53,1453.,13774,"41.953908, -75.193403","Fishs Eddy, New York",286,27.49,"#22,144",137
54,1454.,12911,"44.535049, -73.468852","Keeseville, New York",35,27.43,"#22,159",129
55,1455.,13315,"42.739121, -75.136119","Burlington Flats, New York",1397,27.30,"#22,199",133
56,1456.,12430,"42.200758, -74.499160","Fleischmanns, New York",1129,27.29,"#22,200",124
57,1457.,13650,"43.819731, -76.217537","Henderson, New York",1319,27.23,"#22,212",136
58,1458.,12986,"44.210474, -74.506616","Tupper Lake, New York",6507,26.92,"#22,275",129
59,1459.,13361,"42.904352, -74.867560","Jordanville, New York",724,26.90,"#22,280",133
60,1460.,14024,"42.567837, -78.234911","Bliss, New York",1741,26.78,"#22,314",140
61,1461.,12967,"44.772993, -74.662821","North Lawrence, New York",1099,26.47,"#22,388",129
62,1462.,14804,"42.314417, -77.851435","Almond, New York",1522,26.45,"#22,391",148
63,1463.,13124,"42.661074, -75.823604","North Pitcher, New York",135,26.20,"#22,443",131
64,1464.,13342,"42.648851, -75.178643","Garrattsville, New York",232,26.13,"#22,464",133
65,1465.,12495,"42.086489, -74.248476","Willow, New York",189,25.99,"#22,499",124
66,1466.,12993,"44.193847, -73.489177","Westport, New York",1704,25.84,"#22,555",129
67,1467.,13813,"42.156382, -75.529955","Nineveh, New York",916,25.79,"#22,572",138
68,1468.,14820,"42.195141, -77.370314","Cameron Mills, New York",804,25.77,"#22,579",148
69,1469.,14898,"42.053364, -77.429500","Woodhull, New York",1497,25.75,"#22,590",148
70,1470.,14783,"42.092205, -78.888593","Steamburg, New York",412,25.64,"#22,612",147
71,1471.,13155,"42.674546, -75.776726","South Otselic, New York",677,25.34,"#22,686",131
72,1472.,13626,"43.844972, -75.739558","Copenhagen, New York",2169,25.19,"#22,717",136
73,1473.,13320,"42.777805, -74.740798","Cherry Valley, New York",2171,25.15,"#22,727",133
74,1474.,13755,"42.079360, -75.011893","Downsville, New York",1126,24.93,"#22,776",137
75,1475.,14717,"42.361647, -78.179701","Caneadea, New York",779,24.40,"#22,891",147
76,1476.,13679,"44.291541, -75.845822","Redwood, New York",1727,24.37,"#22,894",136
77,1477.,12169,"42.592887, -73.448036","Stephentown, New York",166,24.35,"#22,899",121
78,1478.,12981,"44.627097, -73.845850","Saranac, New York",2673,24.12,"#22,954",129
79,1479.,12406,"42.079963, -74.524062","Arkville, New York",892,24.04,"#22,972",124
80,1480.,13652,"44.435240, -75.223166","Hermon, New York",1931,24.00,"#22,987",136
81,1481.,12093,"42.497796, -74.628095","Jefferson, New York",1404,23.62,"#23,082",120
82,1482.,13621,"44.834567, -75.059261","Chase Mills, New York",699,23.55,"#23,098",136
83,1483.,13783,"41.993562, -75.290452","Hancock, New York",2497,23.23,"#23,164",137
84,1484.,13473,"43.646998, -75.441240","Turin, New York",759,23.14,"#23,184",134
85,1485.,13640,"44.326315, -75.991361","Wellesley Island, New York",326,23.07,"#23,206",136
86,1486.,14846,"42.534005, -78.012151","Hunt, New York",766,22.84,"#23,273",148
87,1487.,12835,"43.311938, -74.012886","Hadley, New York",2882,22.78,"#23,289",128
88,1488.,13739,"42.394254, -74.805810","Bloomville, New York",966,22.72,"#23,304",137
89,1489.,12464,"42.033404, -74.369416","Phoenicia, New York",1173,22.57,"#23,342",124
90,1490.,13635,"44.286726, -75.280789","Edwards, New York",1081,22.55,"#23,350",136
91,1491.,13681,"44.428046, -75.373133","Richville, New York",820,22.45,"#23,382",136
92,1492.,12450,"42.170691, -74.229327","Lanesville, New York",430,22.24,"#23,448",124
93,1493.,12407,"42.323508, -74.333035","Ashland, New York",469,22.02,"#23,504",124
94,1494.,13618,"44.114766, -76.290981","Cape Vincent, New York",1796,21.96,"#23,521",136
95,1495.,12071,"42.575009, -74.413271","Fultonham, New York",279,21.82,"#23,563",120
96,1496.,13801,"42.505085, -75.776970","Mc Donough, New York",1333,21.65,"#23,613",138
97,1497.,12912,"44.480950, -73.772496","Au Sable Forks, New York",2138,21.62,"#23,622",129
98,1498.,13693,"43.985747, -76.246105","Three Mile Bay, New York",470,21.53,"#23,647",136
99,1499.,13665,"44.048460, -75.434366","Natural Bridge, New York",827,21.47,"#23,666",136
100,1500.,12421,"42.303606, -74.526124","Denver, New York",777,21.09,"#23,774",124
1,1501.,12815,"43.695952, -73.667874","Brant Lake, New York",955,20.91,"#23,823",128
2,1502.,12945,"44.342824, -74.251344","Lake Clear, New York",736,20.62,"#23,903",129
3,1503.,13489,"43.466569, -75.522386","West Leyden, New York",763,20.30,"#23,990",134
4,1504.,13367,"43.715161, -75.571028","Lowville, New York",8435,20.27,"#24,003",133
5,1505.,12913,"44.437184, -74.009083","Bloomingdale, New York",1194,19.95,"#24,093",129
6,1506.,13782,"42.169631, -74.991294","Hamden, New York",777,19.52,"#24,215",137
7,1507.,12861,"43.746887, -73.417527","Putnam Station, New York",645,19.47,"#24,235",128
8,1508.,13646,"44.446084, -75.674193","Hammond, New York",2239,19.03,"#24,379",136
9,1509.,12469,"42.448595, -74.246097","Preston Hollow, New York",783,18.82,"#24,449",124
10,1510.,13327,"43.972929, -75.262309","Croghan, New York",2148,18.68,"#24,490",133
11,1511.,14819,"42.224194, -77.441939","Cameron, New York",755,18.54,"#24,527",148
12,1512.,12076,"42.399716, -74.390523","Gilboa, New York",1270,18.54,"#24,528",120
13,1513.,12930,"44.724058, -74.532775","Dickinson Center, New York",571,18.25,"#24,619",129
14,1514.,14885,"42.046290, -77.567857","Troupsburg, New York",780,18.20,"#24,639",148
15,1515.,12932,"44.195277, -73.609298","Elizabethtown, New York",1406,18.03,"#24,692",129
16,1516.,12853,"43.657984, -74.064603","North Creek, New York",2082,17.62,"#24,809",128
17,1517.,12743,"41.577183, -74.836643","Highland Lake, New York",303,17.60,"#24,821",127
18,1518.,13756,"42.020509, -75.104278","East Branch, New York",518,17.56,"#24,834",137
19,1519.,12032,"43.162692, -74.508020","Caroga Lake, New York",835,17.51,"#24,846",120
20,1520.,12886,"43.648782, -73.909241","Wevertown, New York",84,17.47,"#24,861",128
21,1521.,12017,"42.307012, -73.445561","Austerlitz, New York",288,17.37,"#24,898",120
22,1522.,12776,"41.963392, -74.958769","Roscoe, New York",2473,17.36,"#24,899",127
23,1523.,14839,"42.147524, -77.627811","Greenwood, New York",728,17.27,"#24,933",148
24,1524.,13324,"43.317924, -74.958912","Cold Brook, New York",1989,17.22,"#24,949",133
25,1525.,12836,"43.747839, -73.545582","Hague, New York",678,16.47,"#25,175",128
26,1526.,14708,"42.019219, -78.063617","Alma, New York",171,16.45,"#25,187",147
27,1527.,12194,"42.539253, -74.457529","West Fulton, New York",215,16.41,"#25,198",121
28,1528.,13752,"42.190557, -74.897015","Delancey, New York",715,15.86,"#25,384",137
29,1529.,12492,"42.216366, -74.355275","West Kill, New York",281,15.85,"#25,391",124
30,1530.,12970,"44.452573, -74.290050","Paul Smiths, New York",1450,15.47,"#25,516",129
31,1531.,13740,"42.273814, -74.756993","Bovina Center, New York",568,15.44,"#25,530",137
32,1532.,12808,"43.760148, -73.715618","Adirondack, New York",285,15.29,"#25,587",128
33,1533.,12410,"42.088220, -74.449697","Big Indian, New York",820,15.28,"#25,596",124
34,1534.,13633,"44.497430, -75.455993","De Peyster, New York",319,15.27,"#25,599",136
35,1535.,12985,"44.564739, -73.715975","Schuyler Falls, New York",1187,15.08,"#25,669",129
36,1536.,12843,"43.565104, -73.972748","Johnsburg, New York",665,14.82,"#25,743",128
37,1537.,12934,"44.857914, -73.855586","Ellenburg Center, New York",1126,14.75,"#25,766",129
38,1538.,12936,"44.264295, -73.400978","Essex, New York",479,14.65,"#25,794",129
39,1539.,12870,"43.844949, -73.755934","Schroon Lake, New York",1677,14.58,"#25,822",128
40,1540.,12720,"41.663925, -74.918974","Bethel, New York",168,14.39,"#25,875",127
41,1541.,12950,"44.318369, -73.581246","Lewis, New York",749,14.13,"#25,954",129
42,1542.,12424,"42.244523, -74.150286","East Jewett, New York",303,14.13,"#25,957",124
43,1543.,12480,"42.159477, -74.363284","Shandaken, New York",787,14.10,"#25,963",124
44,1544.,12777,"41.561802, -74.709618","Forestburgh, New York",781,14.05,"#25,978",127
45,1545.,13648,"44.136851, -75.285638","Harrisville, New York",2427,14.04,"#25,979",136
46,1546.,14884,"42.479522, -77.893852","Swain, New York",309,13.75,"#26,065",148
47,1547.,12955,"44.798708, -73.951395","Lyon Mountain, New York",401,13.66,"#26,097",129
48,1548.,12810,"43.491968, -73.985941","Athol, New York",643,13.54,"#26,135",128
49,1549.,13731,"42.128419, -74.787370","Andes, New York",1275,13.31,"#26,192",137
50,1550.,14877,"42.059452, -77.684497","Rexville, New York",651,13.08,"#26,272",148
51,1551.,13639,"44.278730, -75.119383","Fine, New York",191,13.03,"#26,292",136
52,1552.,12164,"43.587980, -74.358726","Speculator, New York",476,12.96,"#26,319",121
53,1553.,12760,"41.903930, -75.107835","Long Eddy, New York",729,12.74,"#26,400",127
54,1554.,13420,"43.649537, -74.987135","Old Forge, New York",1587,12.39,"#26,525",134
55,1555.,12131,"42.491723, -74.471816","North Blenheim, New York",217,12.12,"#26,621",121
56,1556.,12987,"44.327908, -73.846253","Upper Jay, New York",326,11.71,"#26,766",129
57,1557.,12923,"44.944581, -73.945816","Churubusco, New York",657,11.48,"#26,857",129
58,1558.,13687,"44.467586, -74.798924","South Colton, New York",333,11.40,"#26,884",136
59,1559.,13312,"43.696622, -75.194994","Brantingham, New York",689,11.35,"#26,910",133
60,1560.,13470,"43.209651, -74.610052","Stratford, New York",705,11.00,"#27,050",134
61,1561.,12942,"44.232234, -73.826953","Keene, New York",670,10.83,"#27,124",129
62,1562.,12961,"44.061814, -73.581572","Moriah Center, New York",171,10.67,"#27,169",129
63,1563.,13475,"42.866228, -74.853412","Van Hornesville, New York",7,10.11,"#27,355",134
64,1564.,13325,"43.597050, -75.528148","Constableville, New York",949,9.41,"#27,624",133
65,1565.,13659,"43.738005, -75.863380","Lorraine, New York",544,9.33,"#27,656",136
66,1566.,13454,"43.219835, -74.757700","Salisbury Center, New York",712,8.95,"#27,799",134
67,1567.,12878,"43.415025, -74.027450","Stony Creek, New York",714,8.66,"#27,893",128
68,1568.,12819,"43.591932, -73.520776","Clemons, New York",364,8.61,"#27,908",128
69,1569.,12874,"43.690560, -73.549746","Silver Bay, New York",176,8.56,"#27,919",128
70,1570.,13360,"43.737593, -74.741983","Inlet, New York",412,8.54,"#27,927",133
71,1571.,12989,"44.520107, -74.069770","Vermontville, New York",853,8.34,"#28,000",129
72,1572.,12427,"42.134193, -74.136697","Elka Park, New York",381,8.22,"#28,038",124
73,1573.,12857,"43.832667, -73.971509","Olmstedville, New York",502,7.58,"#28,251",128
74,1574.,12980,"44.560173, -74.589754","Saint Regis Falls, New York",1347,6.95,"#28,484",129
75,1575.,12842,"43.738345, -74.367058","Indian Lake, New York",1345,6.76,"#28,569",128
76,1576.,13684,"44.356596, -75.013141","Russell, New York",982,5.56,"#28,995",136
77,1577.,13338,"43.510379, -74.982347","Forestport, New York",1619,5.48,"#29,025",133
78,1578.,13437,"43.580307, -75.803859","Redfield, New York",497,5.47,"#29,026",134
79,1579.,12964,"44.148266, -73.663999","New Russia, New York",142,5.06,"#29,176",129
80,1580.,12927,"44.256298, -74.868945","Cranberry Lake, New York",258,5.00,"#29,203",129
81,1581.,12108,"43.519619, -74.409206","Lake Pleasant, New York",419,4.88,"#29,249",121
82,1582.,12969,"44.760907, -74.131480","Owls Head, New York",554,4.84,"#29,264",129
83,1583.,12851,"43.846674, -74.059957","Minerva, New York",366,4.63,"#29,341",128
84,1584.,13670,"44.128070, -75.067813","Oswegatchie, New York",613,4.55,"#29,367",136
85,1585.,12190,"43.475631, -74.285410","Wells, New York",737,4.11,"#29,553",121
86,1586.,12725,"41.983131, -74.569700","Claryville, New York",260,4.10,"#29,557",127
87,1587.,13436,"43.723006, -74.642094","Raquette Lake, New York",123,4.07,"#29,575",134
88,1588.,13331,"43.866325, -74.880855","Eagle Bay, New York",293,3.82,"#29,683",133
89,1589.,12856,"43.710422, -74.166016","North River, New York",224,3.78,"#29,708",128
90,1590.,12943,"44.122759, -73.883514","Keene Valley, New York",391,3.67,"#29,747",129
91,1591.,12858,"43.908933, -73.675780","Paradox, New York",48,3.67,"#29,748",128
92,1592.,13672,"44.403781, -74.645192","Parishville, New York",367,3.30,"#29,927",136
93,1593.,12852,"44.007172, -74.099920","Newcomb, New York",481,3.07,"#30,040",128
94,1594.,12812,"43.875794, -74.389767","Blue Mountain Lake, New York",126,2.63,"#30,255",128
95,1595.,12847,"44.000125, -74.563880","Long Lake, New York",723,1.77,"#30,756",128
96,1596.,12139,"43.500184, -74.579588","Piseco, New York",272,1.48,"#30,933",121
97,1597.,12855,"44.027010, -73.758053","North Hudson, New York",263,1.43,"#30,957",128
98,1598.,13353,"43.447326, -74.694618","Hoffmeister, New York",151,0.90,"#31,270",133
99,1599.,12922,"44.258049, -74.781866","Childwold, New York",58,0.26,"#31,674",129
